2016-11-28 00:24:40.529,139,0,24.875,-7.12789,6.17922,0.181889,-7.11752,6.24527,0.274283,0.295609,0.639278,1.07341,34.8407,-27.1816,-32.6782,0.348372,-0.648166,0.206114,0.645008,32,2.13175,9.40628,-3.31838,2.13377,9.34543,-2.89201,0.440743,-0.348574,0.341198,10.7758,-31.9836,33.666,0.499629,-0.718336,-0.375219,-0.305901,31.3125,8.81372,3.57853,-2.8284,6.64808,5.7409,-3.82489,0.932368,-0.269509,-0.456748,-46.1014,-20.5801,11.8833,0.482755,-0.567856,0.643669,-0.328577
2016-11-28 00:24:40.629,139,0,24.875,-7.02708,6.09944,-0.162718,-7.04404,6.31996,-0.0279713,0.273202,0.670052,1.05155,35.2116,-27.4491,-32.0212,0.350709,-0.65005,0.208887,0.640941,32,1.83683,9.29661,-2.97488,2.01226,9.31575,-3.0576,0.238608,-0.286719,0.342594,10.0079,-31.8258,33.2367,0.498378,-0.72058,-0.37287,-0.305537,31.3125,11.0833,0.375515,1.71223,9.56186,11.0896,-7.78449,-0.247399,-0.0978458,0.833164,-45.4666,19.0838,3.66791,0.507424,-0.186061,0.71779,-0.439703
2016-11-28 00:24:40.728,139,0,24.875,-7.06327,6.13801,-0.124903,-7.01579,6.28937,-0.224243,0.226935,0.686767,0.990487,34.7025,-27.0491,-31.2352,0.352963,-0.652003,0.211203,0.636948,32,1.91544,9.33454,-2.89613,1.89247,9.33101,-2.98127,0.272704,-0.182951,0.326044,10.5291,-32.2319,33.2427,0.497157,-0.722528,-0.370913,-0.305304,31.3125,9.49401,0.0443159,-3.5851,9.48197,0.103482,-3.34165,-0.0364076,-0.107907,0.255336,-43.7859,-11.4575,10.3448,0.522602,-0.348065,0.754607,-0.190544
2016-11-28 00:24:40.828,139,0,24.875,-6.95204,6.21234,-0.200462,-7.04631,6.30464,-0.284648,0.235847,0.746142,0.924837,35.4593,-27.7102,-31.4952,0.354995,-0.654224,0.213144,0.632881,32,2.05636,9.29382,-3.28066,1.95218,9.30075,-3.02705,0.317345,-0.20027,0.299656,9.87373,-32.0794,33.8012,0.495497,-0.724665,-0.369176,-0.305044,31.3125,10.921,0.109958,-3.41652,9.39207,0.0430364,-3.28043,-0.119904,-0.0828245,0.268743,-43.9245,-10.9356,10.3437,0.522287,-0.347256,0.754853,-0.191905
2016-11-28 00:24:40.928,139,0,24.875,-7.07156,6.28742,-0.394943,-7.06226,6.30466,-0.390338,0.225735,0.795412,0.898721,35.078,-27.5652,-30.7079,0.356955,-0.656603,0.214852,0.628724,32,2.24276,9.4428,-3.43265,2.08711,9.33078,-3.13357,0.409431,-0.109967,0.268257,10.3613,-31.1955,34.6456,0.493404,-0.726755,-0.367989,-0.3049,31.3125,8.79332,-1.11165,-5.63036,9.78194,-0.894756,-3.38543,-0.0507233,-0.196645,0.125277,-44.0499,-11.1877,10.0599,0.521554,-0.346769,0.755619,-0.191761
2016-11-28 00:24:41.029,139,0,24.875,-6.91346,6.51523,-0.239394,-7.06163,6.3349,-0.345102,0.234128,0.808205,0.812341,34.8326,-27.8003,-30.706,0.358652,-0.659031,0.216367,0.624686,32,2.24306,9.55576,-3.43301,2.13193,9.4819,-3.34498,0.333892,-0.145472,0.306772,10.3788,-31.5823,33.9429,0.491783,-0.728817,-0.366278,-0.304656,31.3125,8.67716,1.29181,-2.28918,8.24926,-0.411258,-3.51506,0.125883,0.0316582,0.319304,-44.3097,-11.0464,9.91698,0.521281,-0.345625,0.755949,-0.193266
2016-11-28 00:24:41.129,139,0,24.875,-6.86764,6.51695,-0.00778879,-6.98438,6.44017,-0.224606,0.111429,0.810194,0.721394,34.5862,-28.0352,-30.5728,0.360565,-0.661242,0.217275,0.620922,32,2.24181,9.51785,-3.47163,2.17691,9.57253,-3.46589,0.322357,-0.186749,0.317697,10.1119,-31.573,34.505,0.490168,-0.730529,-0.365292,-0.304344,31.3125,10.653,0.645748,-3.73131,9.32042,1.19344,-2.52699,0.12152,-0.153837,0.286043,-44.4245,-11.4257,10.3425,0.519708,-0.34762,0.755804,-0.194486
2016-11-28 00:24:41.230,139,0,24.875,-6.97833,6.13977,0.145775,-6.93714,6.56076,-0.104112,0.00262828,0.844317,0.694335,34.9615,-28.3034,-30.4407,0.362909,-0.663364,0.21757,0.617178,32,2.39437,9.55503,-3.46899,2.17708,9.52714,-3.39046,0.217175,-0.0818389,0.309856,10.9057,-31.601,33.2417,0.489377,-0.731671,-0.364167,-0.304219,31.3125,9.18464,-0.597326,-3.81583,10.0832,0.617935,-3.28595,-0.107556,-0.0680422,0.250009,-44.4269,-11.1672,10.6259,0.519128,-0.346872,0.756596,-0.19429
2016-11-28 00:24:41.332,139,0,24.875,-6.93627,6.36779,0.222611,-6.86193,6.37914,0.0623174,-0.152679,0.807168,0.600027,34.8411,-28.6692,-30.307,0.365298,-0.665074,0.21729,0.614019,32,2.26978,9.13912,-3.77966,2.22173,9.4818,-3.42108,0.180313,-0.0635118,0.32898,9.98806,-31.4391,34.0804,0.488149,-0.732849,-0.363152,-0.304571,31.3125,9.17701,-1.84997,-3.84672,9.10598,-0.804153,-3.38213,-0.163339,-0.0502815,0.207491,-43.9265,-11.0655,9.91835,0.518538,-0.346502,0.756851,-0.195526
2016-11-28 00:24:41.433,139,0,24.875,-6.93815,6.85966,0.0669737,-6.96401,6.63676,0.212865,-0.191298,0.806962,0.617064,35.0788,-28.433,-29.3903,0.367992,-0.66675,0.216592,0.610831,32,2.23187,9.21455,-3.78059,2.26469,9.24037,-3.52783,0.131729,-0.0574955,0.312988,9.21124,-31.1525,34.0734,0.486696,-0.734451,-0.361343,-0.305187,31.3125,9.30042,-0.561032,-3.6991,9.15113,-1.16709,-3.3358,-0.0465477,-0.0219068,0.212003,-44.3104,-10.7876,10.3422,0.517721,-0.346548,0.756885,-0.197471
